,review,sentiment
6134,"Hailing from 1988, Touch Of Death is probably the most frustrating Fulci film I've seen to date, prompting me to join the chorus of horror fans who generalise that his films get worse as you get later into his career. Considering the plot synopsis, I was expecting some bloody bad-natured fun with this one, but for all its bizarre flourishes, it feels tedious even at a running time of just 80 minutes, and suffers from nauseatingly shabby production values and film-making craft (or lack thereof).<br /><br />El Story: A gambling addict widower wines and dines rich (and strange) women he finds via lonely hearts columns before offing them in gruesome fashion - sometimes eating them or feeding them to animals - and stealing their money to keep his debtors at bay. Sure, it's unlikely that just one man would be the host for so much screwed-up pathology all at once (addict, psycho/sociopath, cannibal), but this is Fulci!<br /><br />Touch is actually the cheapest and sparsest looking Fulci film I've seen. There's almost nobody in it, even in the background of shots out on the street, for instance. A newsreader who keeps appearing on the film's televisions to warn the non-existent cast about the maniac's latest doings operates out of the most pathetic TV studio on the planet. He never even gets to look at the camera because has to read all the headlines off misaligned sheets of paper.<br /><br />Some scenes just go on and on with the protagonist muttering to himself about what he's done or what he's about to do, but the acting is nowhere near good enough to sustain this kind of thing, so the main outcome is viewer boredom. The film also looks bland and ugly in general. I've read that it was intended to be an Italian telemovie (did it ever screen in that venue? With the amount of gore involved, it seems unlikely), and it does reek of crappy old telemovie production values.<br /><br />This is also Fulci's first foray into outright black humour, but he's just too graceless a director to make it work. Sometimes conspicuously cheerful or 'wacky' music is used to play against a gruesome scene, for instance while the hero/villain is carving up a dead body in his basement. The effect isn't really chilling or funny or ironic anything that you'd like it to be - it's mostly just hamfisted and crappy.<br /><br />There are of course some redeeming moments of gore (that you'll be waiting for while trying to stay awake), including the eventual murder by oven(!) of a woman who just won't quit life, even after her face has been totally bashed apart with a bloody great club, and a homeless guy who gets a car run back and forth over him about five times. The most outrageous element of Touch, however, is all the physical deformation on the widows courted by the crazy guy. Beards, hairy moles, messy harelips - it's not like he sought out women with these features, it's just the way all lonely hearts widows are, apparently. There are plenty of shots of Mr Crazy secretly grimacing while he's smooching up these women. The black humour of such garish misogyny might have some staying power or resonance if the film wasn't so poorly executed in general. In the end, Touch Of Death just seems like a really lazy, inarticulate mess.",negative
29481,"I saw the movie as a child when it was released in the theater and it was so bad that it became the makings of a family joke. If the ranking had a zero, this movie would get it. The dinosaurs were awful. The storyline was ridiculous. The acting really doesn't qualify to be called acting. The only reason I even remember the name of the movie so well is because my family still talks about how BAD it really was.",negative
12497,"Despite John Travolta's statements in interviews that this was his favorite role of his career, ""Be Cool"" proves to be a disappointing sequel to 1995's witty and clever ""Get Shorty.""<br /><br />Travolta delivers a pleasant enough performance in this mildly entertaining film, but ultimately the movie falls flat due to an underdeveloped plot, unlikeable characters, and a surprising lack of chemistry between leads Travolta and Uma Thurman. Although there are some laughs, this unfunny dialog example (which appeared frequently in the trailers) kind of says it all: Thurman: Do you dance? Travolta: Hey, I'm from Brooklyn.<br /><br />The film suggests that everyone in the entertainment business is a gangster or aspires to be one, likening it to organized crime. In ""Get Shorty,"" the premise of a gangster ""going legitimate"" by getting into movies was a clever fish-out-of water idea, but in ""Be Cool,"" it seems the biz has entirely gone crooked since then.<br /><br />The film is interestingly casted and the absolute highlight is a ""monolgue"" delivered by The Rock, whose character is an aspiring actor as well as a goon, where he reenacts a scene between Gabrielle Union and Kirsten Dunst from ""Bring It On."" Vince Vaughan's character thinks he's black and he's often seen dressed as a pimp-- this was quite funny in the first scene that introduces him and gets tired and embarrassing almost immediately afterward.<br /><br />Overall, ""Be Cool"" may be worth a rental for John Travolta die-hards (of which I am one), but you may want to keep your finger close to the fast forward button to get through it without feeling that you wasted too much time. Fans of ""Get Shorty"" may actually wish to avoid this, as the sequel is devoid of most things that made that one a winner. I rate this movie an admittedly harsh 4/10.",negative
26858,"<br /><br />A few years ago I bought a movie called The Cellar. I had heard that it was supposed to be a great movie, but it turned out that it was a flop and a B-Movie.<br /><br />The story is good, but there are no good effects in the movie. (Maybe they didn't have enough money for that on the budget???).<br /><br />If you choose to watch this movie be sure to watch it three times. The first, only and last time!!!",negative
11442,"this show is one of the worst shows of ALL TIME! absolutely no original jokes and they're always a year late. like in 2009 they will finally say something about Michael Vick's dogfights. all of the cast members are people who wanted to be on S.N.L but had to go to the lowest of the low, mad TV.its an hour of mad magazine jokes witch aren't funny to begin with, told by terrible John Stewart wanna bees. so if you have any problem tell me id love to hear the opinion of the 3 people who watch this show. family guy put it well ""Osama bin Ladin was hiding in the one place no one would look, the cast of mad TV. There is a reason why no one watches the show.",negative
21234,"The thing that stands out in my mind in this film (sadly) is the introduction, where John Berlin (Andy Garcia) is driving into town. You see his Mercedes pass on a winding road through a forest that looks like its loaded with Redwood trees. It's quite beautiful. <br /><br />As to Andy Garcia playing a character with the last name of Berlin, well...Andy is just too hispanic/Latin for it to be passable. Maybe a caucasian father married his Spanish mother for this story? Who knows. But I can tell you that when you put him in a town of farm folks and hicks, he stands out like a sore thumb, especially with his accent that flares up when he gets angry. Yeah, I know, big deal right? He's still a good actor.<br /><br />The title concerns a serial killer who nicknames his victims Jennifer. All of the victims are blind and he dismembers them. The killer has taken a hiatus but suddenly resurfaces when a blind witness (don't ask) appears, Helena Robertson (Uma Thurman). Thurman does a good job of playing a blind person, to my surprise. When I saw Lance Henriksen playing Sgt. Freddy Ross I got worried. Henriksen's played in some pretty strange films, especially of late. I still can't forget him in the bloodbath movie, Pumpkinhead. <br /><br />Berlin movies into a small town from L.A. as a detective. He begins investigating the Jennifer murders after finding body parts in the local landfill. His brilliance in discovering one of the victims was blind seemed far-fetched. So did the irony of *SPOILER* Freddy's murder, with the recording and name similarities. I got very confused as to the logic of how there came to be eight ""Jennifers"". And the motive of the killer as simply deranged didn't pack much of a punch. In retrospect, this film is probably more true to life in showing an unsuspecting individual as capable of murder simply because they became a little wacko over time or maybe were born looney toons.<br /><br />John Malkovich does a stupendous job in his interrogation of Garcia! Albeit no cop would legally be allowed to press someone that hard and egg them on without rightfully get knocked out. As to the ending, it is a bit of a surprise, but is highly arguable, much like Sgt. Ross' murder. The killer chooses to walk after his running victim, opting instead to frolick I guess.<br /><br />And there are so many opportunities he has in killing her that it's ridiculous. I won't ruin the very end because despite it's shakiness, it's a good surprise. Afterward though, you'll probably say, as I did, ""boy was she lucky!"" 4/10",negative
6065,"I thought i could see something good but... I am tired after seeing this movie, i don't know what i hated the most: the script, the acting, the FX or the music. Try to picture the worst Power Rangers episode and would still be to kind. I've seen better FX in FPS Games( The touch with the bone sword or his breath that is making the people disappear in a green smoke is touch of genius) and the music seems to come from a spaghetti western. I did liked how the women in the car was screaming, when the ""monster"" was walking around the car (even if she's looking in the wrong way). So give your self a break and don't watch this thing, at least call somebody up to see a horror movie with you, trust me you will end up playing monopoly for some kicks.",negative
22796,"This flick reminds me some really bad science-fiction movies from 50's and 60's.It is not scary or interesting,but it's dull,cheesy and stupid.Special effects are laughable,all actors are ludicrous and the ending is simply awful.Don't waste your money,rent or buy something better.I give it 3.5 out of 10( I found this turkey quite amusing because of its stupidity).",negative
23755,"This movie is another fine example of what Jerry Bruckheimer, since about 1997, seems to be best at--hyping up a movie a year before its release and not coming through with a quality movie. I'm no film critic, but this movie was as predictable as they come. Every attempt at a joke, every attempt at a touching moment, and the pitiful attempt at a love story, was exactly what I was predicting in my mind. Do yourself a favor and save your money on this one.",negative
23301,"What? - that was it? The town sheriff (John Agar) blows up the mutant gorilla with a stick of dynamite hidden in a mannequin? Did I just write that? Did I just see that? <br /><br />With instrumentals by The Wildcats, ""Night Fright"" is one flick that never deserved to be made as late as 1967. The heyday of the gorilla was well over, and anyone other than Ray Corrigan in an ape suit is just asking for trouble. Remake this in black and white and set the story about thirty years earlier and you'd have at least a 4.0 rating on the IMDb. But sadly, this one never should have stood a chance of seeing the light of day. Oops, there's another quirk - you can never tell if it's day or night in the story, since they seem interchangeable with one another.<br /><br />I'll give you this though, a couple of the early malt shop scenes looked like they could have gone on the air as Coke commercials. Thinking about it now, those were probably the best looking and best lit scenes of the picture; Coca Cola must have paid for them. Had they seen the completed movie, they might have been better served to prevent it's release.",negative
18684,"The major flaw with the film is its uninspired script. It plods back and forth between vignettes of Bettie's story and re-creations of the Klaw short films. While the Klaw re-creations are well done, it is unnecessary to recreate them in their near entirety. Page Richards, while not an amazing actress, does a decent job overall. And, at times, she does bear a remarkable resemblance to Bettie. Also of note is some faithful attention to detail. Costumes and clothing well done, as is some of the set direction. The sets are generally sparse and feel stage-y, but do feel of the era. It is sometimes surprisingly well lit, and the color palette was clearly thought-out to give the overall look a vibrant, retro feel.",negative
38566,"Yet again not quite bad enough to make it enjoyable. In fact this one is just boring. It's reasonably well made, even though the script is bad, the effects are OK and the acting average. (Apart from James Mason who is always great, but in this one underused)<br /><br />I suppose it is hard to write anything about this film because it didn't evoke any reaction in me what so ever.<br /><br />Dull, dull, dull, dull, dull.",negative
45086,"I was looking for ATTACK on Precinct 13. There, the film is THAT memorable. Who is the star of this? Ethan Hawke or Matt Dillon (I can't tell who the lead actor is, that's a pretty big point against the movie right there) Gabriel Byrne (who could't have needed the money this badly could he?) Drea De Matteo is stunning but only because of her amazing body. It took me ages to finally work out she's Joey's sister off ""Friends"". I agree that the so called SWAT people attacking the station are pretty crap, as far as tactics go. We were even taught better basic skills than this in RAF basic training.<br /><br />Avoid this, even the snow doesn't want to fall on a bus full of prisoners! Very bad continuity indeed.<br /><br />Avoid like the plague!",negative
19892,"Like some of the other folks who have reviewed this film, I was also waxing nostalgic about it...before I had the misfortune to actually watch it again. Alas, my childhood memories of this film were completely untrustworthy, and The Perils of Pauline is now revealed to be an embarrassing exercise in banal, racist, and plain boring film-making. Even the presence of old pros Edward Everett Horton and Terry-Thomas can't overcome a rancid screenplay, a horrible theme song, and some wretched 'special effects'. In addition, the stereotypical depictions of African and Arab characters make for painful viewing, especially considering this was produced in the immediate wake of the Civil Rights movement. Michael Weldon's original Psychotronic Encyclopedia reports that The Perils of Pauline was originally produced for television but inexplicably ended up getting a theatrical release. Judging from the results, that is a completely believable (and baffling) scenario.",negative
26526,"For years, I've been a big fan of Park's work and ""Old boy"" is one of my all-times favorite.<br /><br />With lots of expectation I rented this movie, only to find the worst movie I've watched in awhile. It's not a proper horror movie; there's no suspense in it and even the ""light"" part is so lame, that I didn't know whether to laugh or cry.<br /><br />I introduced my younger brother to Chan-Wook Park and what a disappointment he got from this. For me, an idol has fallen.<br /><br />If you loved movies like ""Old boy"", the Mr & Lady ""Vengeance"" or even his short films on ""Three extremes"", don't waste your time, the film's not worth it.",negative
39780,This is the first Woody Allen film I've found not worth watching. I think Woody has tried many different genres to interest results but this movie just left me irritated and bored. The music is lovely but don't bother watching this hopeless mock-umentary.,negative
25060,"This film is a massive Yawn proving that Americans haven't got the hang of farce. Even when it has already been written for them! The original film ""Hodet Over Vannet"" is a witty comedy of errors that I would rate 8/10. It isn't just about a linguistic translation, but certain absurd chains of events are skipped entirely, robbing the film of its original clever farcical nature and turning it into a cheap ""oops there go my trousers"" style of farce.",negative
46605,"Alexandra Ripley wrote a horrible sequel to Margaret Mitchell's masterpiece book published in the 1930's. Margaret Mitchell's heirs sold out their rights and for big bucks allowed Alexandra Ripley to write a piece of junk book even worse than Barbara Cortland romance novels. I was a huge fan of Margaret Mitchells book and the fake sequel by Alexandra Ripley was written just to cash in for money.<br /><br />Although I always admired the acting talent of Joanne Kilmer and Timothy Dalton, this is a really terrible film. The script is horrible and full of clichés. Ann Margarets cameo as Belle Watling is so awful I wanted to slap her.<br /><br />The only worthwhile thing in the movie is Sean Bean who gives a masterful bravura performance as the sexy, feral villain - Lord Fenton. Sean Bean's performance is along the lines of ""The Man You Love to Hate"" and portrays an unsafe sex symbol.<br /><br />But Sean Bean is only in the first half of the movie so you then have to be tormented with watching an incredibly long 6 hour movie with an insufferably boring script.<br /><br />Don't waste your money on this film, unless you are a hard core Sean Bean fan and just watch it for his wonderful performance.",negative
32342,"This is another North East Florida production, filmed mainly in and near by to Fernandina Beach and the Kingsley Plantation. I was rather surprised the company was able to take over the main street of Fernandina Beach as long as was necessary to achieve the street scenes. The film is pretty, and pretty bad. Tami Erin is cute, but overacts. Eileen Brennan overacts even more. Good for small kids, or for those who like fluff in large doses. A 4 from the Miller-Movies formula.",negative
47876,"this movie sucks. did anyone notice that the entire movie was shot in like 2 rooms. there are NEVER any outside shots and if there are its obviously film taken from somewhere else. this movie blows hard, painful to sit through too. stay far away.",negative
5564,"This is a disappointing adaptation of the James Lee Burke novel ""In the Electric Mist of the Confederate Dead"". It is rather poorly acted mainly due to the miscasting of the principal players. Tommy Lee Jones, a normally fine actor, just doesn't capture Burke's ""Dave Robicheaux"". As Robicheaux's main nemesis, John Goodman does a sloppy job as the ""heavy"". The guy who plays Robicheaux's actor-buddy doesn't look like a former ""A"" lister leading man. The rest of the movie is mainly cast with no-name locals who just don't do justice to a big-time novel.<br /><br />The movie and Jones' performance is way too hurried for one thing. Robicheaux in Burke's series of novels, gives one the feeling that he fits well into his environment most of the time, being laid back and slow-moving. This is just like the deep south and southern Louisiana. Then at times Robicheaux is nearly manic in his exertions. Jones just moves at a fast pace through the whole movie. He doesn't vary. Ned Beatty is wasted. Mary Steenburgen is out of place. About the only good thing about this is the setting. On the whole the movie gives one the impression of a TV movie.",negative
38824,"If you just want gore, and nothing but gore and torture, you've come to the right movie. If you want a at least a sliver of good acting, logic, story, consistencies, or even a good guy ending, go elsewhere.<br /><br />I couldn't help but to think to myself, ""Jeeeez, are those people mentally challenged?"" Example, after being chased around and seeing other people mutilated, the main actress meets a police officer and spills out her story to the cop with tears and everything and told him about the psychopath that drives in a yellow truck. THe yellow truck pulls up and the officer just walks to it, talks to the guy and the truck drives off without any trouble. The actress comes out and says why didn't you arrest him? And then the truck runs over the police officer... after being rammed the truck stops on the road about 20 feet way just standing there while the actress tries to drag the cop away but he's too heavy. (At the time) At that time the truck backs up and runs over the cops leg twice. The truck then drives off. Why didn't the actress get the gun is beyond me. (WHich later she shoots the cop in the head twice because the psychopath was about to burn him alive) Once through the mouth, which didn't kill him (Duuuumb) and twice to finish the job. *Roll eyes* Right after that, she turns away to escape the bathroom which was going to explode and when she climbs near the roof, she turns around and the cop isn't there anymore... OK...<br /><br />Another example, The main actress meets a trapped woman in the bathroom, she spits out like a gallon of blood on the floor, covering about 1/3s of the room. (Probably more) After the main actress goes outside to grab a towel, she comes back in and everything is gone. :/ They don't explain why everyone keeps disappearing either. Dumb dumb dumb.<br /><br />I like horror/thriller/gore movies, but this one was just way too dumb. I lost brain cells watching this dribble and you shouldn't too.",negative
46745,"Unlike ""The Adventures of Buckaroo Banzai"", or ""Big Trouble in Little China"", or ""Conan the Barbarian"", which are horrible films that have a certain coolness and self-deprecating humor that turn them into cult sensations, The Golden Child is just plain bad.<br /><br />The premise itself is not unworkable, and there are some funny moments. But here the Eddy Murphy ""flip attitude"" just deflates any feeling of tension or danger in the story. And the special effects are silly enough to do more damage to that tension. The ""mystic secrets"" of Tibetan Buddhism are lampooned rather than drawn upon to compel.<br /><br />Without a feeling that anything is at stake, or that the characters are faced by real danger, why should we care?<br /><br />Who should see this film:<br /><br />-- big fans of Eddy Murphy who can't help themselves<br /><br />-- I can't think of anyone else<br /><br />I'll give this film a 4 out of 10 for the occasional joke that worked.",negative
7775,"With such a promising cast and a director that I have heard great things about, I was utterly disappointed by this film. It started off with signs of a great epic gangster tale and turned into a completely muddled mess with many unanswered questions and some completely ridiculous and pointless scenes.(and yes I did watch the full length version). I love Robert DeNiro and as usual he did a fine acting job, but in all his other gangster films, no matter how many people he kills, I always still had respect for his character, but in this movie he was a lowlife drug-addict, rapist with no care for anyone but himself. Also, James Woods, another fine actor, had some completely ridiculous scenes written for him. I thought the parts where Robert DeNiro called him crazy and he flipped out came completely out of left-field and towards the end the writers just throw in this random comment about how his father died in a nut house and that's why James Woods didn't like being called crazy. So much was left undeveloped in this movie. Also, we never find out who the men are in the beginning that are trying to kill Noodles and we never find out more about Joe Pesci's character. It seems that the writers threw together about five different stories and never fully explained any of them. The only redeeming quality of the film was the story when the characters were young kids. The story ran smoothly in this part of the movie and the kids did a great acting job. Overall, I was thoroughly disappointed by this movie and I don't see how anyone can even compare this to the Godfather 1 and 2, or even Goodfellas. I am sad that I wasted four hours of my life watching this film",negative
8382,"I am shocked by all the good reviews on the cover of this movie and on IMDb. It belongs in the $2 bin at your local video store. To say that this is a B movie is extremely generous.<br /><br />Besides lacking a single redeemable character, only slightly better than average acting, and an ugly 80's style picture quality, the script for this film is dull and lifeless. This film is not only boring--it is pathetic. (Admittedly, there is occasionally some mildly interesting chemistry between the two main characters.) Even the final plot twist--rather, the only plot twist--does not save this film.<br /><br />Rent ""Diamond Men"" if you must, but do not hesitate to turn it off once you become appraised of its worthlessness. 2 out of 10.",negative
18256,"okay, my question; who's the idiot that wrote this movie, giving it the same name as Dean Koontz's awesome book? its terrible, nothing like the book...you got the dog, and the watcher, but there the similarities end...might be good, if you haven't read the book, though...but it disappointed me, really.<br /><br />they should make a new one, and let koontz write it... now that would be a good movie... I'll say it again, this movie disgusted me...absolutely disgusted me. it was terrible, it was absolutely nothing like the book. I would never again watch it.",negative
47163,"Sometimes you need to see a bad movie just to appreciate the good ones. Well, that's my opinion anyway. This one will always be in the bad movie category, simply because all but Shu Qi's performance was terrible.<br /><br />Martial Angel tells of Cat (Shu Qi), a professional thief turned straight after leaving her lover, Chi Lam (Julian Cheung), two years before. But her past returns to haunt her as Chi Lam is kidnapped for the ransom of security software belonging to the company Cat works for. In order to rescue him, she calls on her old friends from her orphanage days, six other feisty women, to save the day...<br /><br />I may have told the synopsis cheesily, but this is a cheesy story. In fact, the whole script and direction lacked any quality at all. Much of the dialogue was meaningless and coupled with a plot that was as thin as rice-paper in water. If I could sum it up, take a bad Jackie Chan movie, remove the comedy, remove the choreography, throw away the budget, and you have Martial Angels: a formulaic piece of work with no imagination at all.<br /><br />Mind you, I do have to give credit where credit's due, and Shu Qi was probably the only person to emerge unscathed from the terrible action, as it was her performance that shone through. Okay, you can't say she was excellent - after all she had absolutely nothing to work with - but she did manage to dig some character out from her role. Other than that, only Sandra Ng and Kelly Lin made any other impression - although these were mostly glimmers and very brief.<br /><br />Elsewhere, the film just fell to pieces. Scenes and dialogue were completely unnatural and unbelievable, special effects were obviously done on the cheap with no attempt to clean up edges between persons and the mask of the blue screen, poor editing involving numerous discontinuities in fight scenes, camera angles that were elementary and unflattering, and direction I've seen better from a lost dog.<br /><br />I guess this film was a too many cooks affair. Most probably, the budget was blown away on the over-enthusiasm to have seven babes on the same silver screen. That didn't leave much else.<br /><br />Frankly, the way this film was made was like a cheap porn movie without the porn. Charlie's Angels, it ain't. In fact, while sisters can do it for themselves, none of that was really that apparent here.<br /><br />Definitely one to forget.",negative
13455,"This thought long lost flick sometimes comes available on the web. So I bought me a copy. Well, of course the acting is terrible and the story line is childish but it does have his moments. I think people who searched this one also knows the backstory of it. It was made by a grindhouse cinema owner for an extreme low budget. But for me he surely didn't spoiled the money on props but on the make up. The make up is for that kind of flick well done. The zombies are watchable and the gore is intact. The only problem with that kind of movies is the quality of the pelicule. It's terrible, luckely no hiss on the sound but sometimes it's way too dark. So you have to watch clearly to see the gore. In a funny way they tried to sell this one as really not for the squeamish. A voice-over tells in the beginning of the movie to watch out for a sign and a man appearing with green flashes, that tells you there is gore on the way. Of course that doesn't work, made me think of Cannibal Girls, had that annoying bell when the red stuff started to flow. They had the original idea, Cannibal Girls was made a year earlier. Don't go for the storyline, go for the zombies and notice a continuity mistake. When the girl and guy are making love first she takes of her bra, then they make love and suddenly her underwear is back on...try to do that, or am I getting a bit offline,...eat it you ugly corpses",negative
